0,127647037,Sun May 31 10:15:28 PDT 2009,NO_QUERY,ChristianLondon,@younglyxx ouch!!! That hurted.....that's not fair bcus I ended up not making anything remember?!?!? 
0,1981968063,Sun May 31 10:15:28 PDT 2009,NO_QUERY,ChampagneRDub,@yoshi831 i dont think he can get them 
0,1981968147,Sun May 31 10:15:29 PDT 2009,NO_QUERY,leighannirvine,@Brunette1652 i put on after sun and some other Vaseline moisture stuff... and been for a cold shower. it's so horrible! worse 2m  x
0,1981968190,Sun May 31 10:15:29 PDT 2009,NO_QUERY,xxStAcEyxx3,@UHswimmer i'm not sure..i haven't seen him around either...i didn't want him to go  i'll miss him.
0,1981968217,Sun May 31 10:15:29 PDT 2009,NO_QUERY,BowleggedQueen,@LatinaNichelle4 yeah i know but its for the betta 
0,1981968256,Sun May 31 10:15:30 PDT 2009,NO_QUERY,zumhorizont,Last day of May.  i don't want another month to be gone.
0,1981968463,Sun May 31 10:15:31 PDT 2009,NO_QUERY,JessicaLovexo,there is no new daisy of love episode tonight because of the mtv movie awards 
0,1981968527,Sun May 31 10:15:31 PDT 2009,NO_QUERY,flipsideoftcoin,@katiemunster Hey Katiemunster! i bet its is beautiful up there! i am sat typing out school reports 
0,1981968552,Sun May 31 10:15:32 PDT 2009,NO_QUERY,Kyla89,@YungRyFunk awww I wish I could have french toast 
0,1981968570,Sun May 31 10:15:32 PDT 2009,NO_QUERY,skarletta,"whoa, my ass got kicked yesterday at street fighter. I guess last sat. was a strike of luck   #boringbutreal"
0,1981968647,Sun May 31 10:15:32 PDT 2009,NO_QUERY,pradeeprama,weekend is over .. aaah !!! ... back to work again 2row 
0,1981969071,Sun May 31 10:15:35 PDT 2009,NO_QUERY,just_reva,At home.. Thinking abt work tomorrow. @girisrini is already on the way to Cbe in the train. Another mnth b4 i see him.. 
0,1981969088,Sun May 31 10:15:36 PDT 2009,NO_QUERY,ifyoucdenise,@mandysteven i loooove them to bits &lt;3 they're probably never gonna head here tho booo  have tonsss of fun ok GIVE HARRY MY LOVE hahaha
0,1981969184,Sun May 31 10:15:36 PDT 2009,NO_QUERY,FCKNjackiee,is hungoverrr! and has to continue moving  aahh i want sleeep!!uno boy nextweekend it iss!!=p
0,1981969614,Sun May 31 10:15:40 PDT 2009,NO_QUERY,cansee,@sundinska yes or needle in the thumb 
0,1981970113,Sun May 31 10:15:43 PDT 2009,NO_QUERY,sidonath,@anca_foster yes  People from B&amp;H need a visa for every EU country #zebalkanictweetup
